question,answer
 Divide Array Into Arrays With Max Difference,https://leetcode.com/problems/divide-array-into-arrays-with-max-difference/solutions
 Minimum Cost to Make Array Equalindromic,https://leetcode.com/problems/minimum-cost-to-make-array-equalindromic/solutions
 Apply Operations to Maximize Frequency Score,https://leetcode.com/problems/apply-operations-to-maximize-frequency-score/solutions
 Minimum Number of Coins for Fruits II,https://leetcode.com/problems/minimum-number-of-coins-for-fruits-ii/solutions
 Count the Number of Incremovable Subarrays I,https://leetcode.com/problems/count-the-number-of-incremovable-subarrays-i/solutions
 Find Polygon With the Largest Perimeter,https://leetcode.com/problems/find-polygon-with-the-largest-perimeter/solutions
 Count the Number of Incremovable Subarrays II,https://leetcode.com/problems/count-the-number-of-incremovable-subarrays-ii/solutions
 Find Number of Coins to Place in Tree Nodes,https://leetcode.com/problems/find-number-of-coins-to-place-in-tree-nodes/solutions
 Minimum Number Game,https://leetcode.com/problems/minimum-number-game/solutions
 Maximum Square Area by Removing Fences From a Field,https://leetcode.com/problems/maximum-square-area-by-removing-fences-from-a-field/solutions
 Minimum Cost to Convert String I,https://leetcode.com/problems/minimum-cost-to-convert-string-i/solutions
 Minimum Cost to Convert String II,https://leetcode.com/problems/minimum-cost-to-convert-string-ii/solutions
 Symmetric Coordinates,https://leetcode.com/problems/symmetric-coordinates/solutions
 Most Expensive Item That Can Not Be Bought,https://leetcode.com/problems/most-expensive-item-that-can-not-be-bought/solutions
 Check if Bitwise OR Has Trailing Zeros,https://leetcode.com/problems/check-if-bitwise-or-has-trailing-zeros/solutions
 Find Longest Special Substring That Occurs Thrice I,https://leetcode.com/problems/find-longest-special-substring-that-occurs-thrice-i/solutions
 Find Longest Special Substring That Occurs Thrice II,https://leetcode.com/problems/find-longest-special-substring-that-occurs-thrice-ii/solutions
 Palindrome Rearrangement Queries,https://leetcode.com/problems/palindrome-rearrangement-queries/solutions
 Find Peak Calling Hours for Each City,https://leetcode.com/problems/find-peak-calling-hours-for-each-city/solutions
 Calculate Compressed Mean,https://leetcode.com/problems/calculate-compressed-mean/solutions
 Find Third Transaction,https://leetcode.com/problems/find-third-transaction/solutions
 Find Expensive Cities,https://leetcode.com/problems/find-expensive-cities/solutions
 Manager of the Largest Department,https://leetcode.com/problems/manager-of-the-largest-department/solutions
 Class Performance,https://leetcode.com/problems/class-performance/solutions
 Loan Types,https://leetcode.com/problems/loan-types/solutions
 Top Three Wineries,https://leetcode.com/problems/top-three-wineries/solutions
 Number of Self-Divisible Permutations,https://leetcode.com/problems/number-of-self-divisible-permutations/solutions
 Friday Purchases I,https://leetcode.com/problems/friday-purchases-i/solutions
 Friday Purchases II,https://leetcode.com/problems/friday-purchases-ii/solutions
 Viewers Turned Streamers,https://leetcode.com/problems/viewers-turned-streamers/solutions
 Smallest Missing Integer Greater Than Sequential Prefix Sum,https://leetcode.com/problems/smallest-missing-integer-greater-than-sequential-prefix-sum/solutions
 Minimum Number of Operations to Make Array XOR Equal to K,https://leetcode.com/problems/minimum-number-of-operations-to-make-array-xor-equal-to-k/solutions
 Minimum Number of Operations to Make X and Y Equal,https://leetcode.com/problems/minimum-number-of-operations-to-make-x-and-y-equal/solutions
 Count the Number of Powerful Integers,https://leetcode.com/problems/count-the-number-of-powerful-integers/solutions
 Maximum Area of Longest Diagonal Rectangle,https://leetcode.com/problems/maximum-area-of-longest-diagonal-rectangle/solutions
 Minimum Moves to Capture The Queen,https://leetcode.com/problems/minimum-moves-to-capture-the-queen/solutions
 Maximum Size of a Set After Removals,https://leetcode.com/problems/maximum-size-of-a-set-after-removals/solutions
 Maximize the Number of Partitions After Operations,https://leetcode.com/problems/maximize-the-number-of-partitions-after-operations/solutions
 Maximum Subtree of the Same Color,https://leetcode.com/problems/maximum-subtree-of-the-same-color/solutions
 Count Elements With Maximum Frequency,https://leetcode.com/problems/count-elements-with-maximum-frequency/solutions
 Find Beautiful Indices in the Given Array I,https://leetcode.com/problems/find-beautiful-indices-in-the-given-array-i/solutions
 Maximum Number That Sum of the Prices Is Less Than or Equal to K,https://leetcode.com/problems/maximum-number-that-sum-of-the-prices-is-less-than-or-equal-to-k/solutions
 Find Beautiful Indices in the Given Array II,https://leetcode.com/problems/find-beautiful-indices-in-the-given-array-ii/solutions
 Maximum Number of Intersections on the Chart,https://leetcode.com/problems/maximum-number-of-intersections-on-the-chart/solutions
 Divide an Array Into Subarrays With Minimum Cost I,https://leetcode.com/problems/divide-an-array-into-subarrays-with-minimum-cost-i/solutions
 Find if Array Can Be Sorted,https://leetcode.com/problems/find-if-array-can-be-sorted/solutions
 Minimize Length of Array Using Operations,https://leetcode.com/problems/minimize-length-of-array-using-operations/solutions
 Divide an Array Into Subarrays With Minimum Cost II,https://leetcode.com/problems/divide-an-array-into-subarrays-with-minimum-cost-ii/solutions
 Minimum Number of Pushes to Type Word I,https://leetcode.com/problems/minimum-number-of-pushes-to-type-word-i/solutions
 Count the Number of Houses at a Certain Distance I,https://leetcode.com/problems/count-the-number-of-houses-at-a-certain-distance-i/solutions
 Minimum Number of Pushes to Type Word II,https://leetcode.com/problems/minimum-number-of-pushes-to-type-word-ii/solutions
 Count the Number of Houses at a Certain Distance II,https://leetcode.com/problems/count-the-number-of-houses-at-a-certain-distance-ii/solutions
 Maximum Number of Removal Queries That Can Be Processed I,https://leetcode.com/problems/maximum-number-of-removal-queries-that-can-be-processed-i/solutions
 Number of Changing Keys,https://leetcode.com/problems/number-of-changing-keys/solutions
 Find the Maximum Number of Elements in Subset,https://leetcode.com/problems/find-the-maximum-number-of-elements-in-subset/solutions
 Alice and Bob Playing Flower Game,https://leetcode.com/problems/alice-and-bob-playing-flower-game/solutions
 Minimize OR of Remaining Elements Using Operations,https://leetcode.com/problems/minimize-or-of-remaining-elements-using-operations/solutions
 Find Pattern in Infinite Stream I,https://leetcode.com/problems/find-pattern-in-infinite-stream-i/solutions
 Type of Triangle,https://leetcode.com/problems/type-of-triangle/solutions
 Find the Number of Ways to Place People I,https://leetcode.com/problems/find-the-number-of-ways-to-place-people-i/solutions
 Maximum Good Subarray Sum,https://leetcode.com/problems/maximum-good-subarray-sum/solutions
 Find the Number of Ways to Place People II,https://leetcode.com/problems/find-the-number-of-ways-to-place-people-ii/solutions
 Ant on the Boundary,https://leetcode.com/problems/ant-on-the-boundary/solutions
 Minimum Time to Revert Word to Initial State I,https://leetcode.com/problems/minimum-time-to-revert-word-to-initial-state-i/solutions
 Find the Grid of Region Average,https://leetcode.com/problems/find-the-grid-of-region-average/solutions
 Minimum Time to Revert Word to Initial State II,https://leetcode.com/problems/minimum-time-to-revert-word-to-initial-state-ii/solutions
 Count Numbers With Unique Digits II,https://leetcode.com/problems/count-numbers-with-unique-digits-ii/solutions
 Modify the Matrix,https://leetcode.com/problems/modify-the-matrix/solutions
 Number of Subarrays That Match a Pattern I,https://leetcode.com/problems/number-of-subarrays-that-match-a-pattern-i/solutions
 Maximum Palindromes After Operations,https://leetcode.com/problems/maximum-palindromes-after-operations/solutions
 Number of Subarrays That Match a Pattern II,https://leetcode.com/problems/number-of-subarrays-that-match-a-pattern-ii/solutions
 Find Pattern in Infinite Stream II,https://leetcode.com/problems/find-pattern-in-infinite-stream-ii/solutions
 Maximum Number of Operations With the Same Score I,https://leetcode.com/problems/maximum-number-of-operations-with-the-same-score-i/solutions
 Apply Operations to Make String Empty,https://leetcode.com/problems/apply-operations-to-make-string-empty/solutions
 Maximum Number of Operations With the Same Score II,https://leetcode.com/problems/maximum-number-of-operations-with-the-same-score-ii/solutions
 Maximize Consecutive Elements in an Array After Modification,https://leetcode.com/problems/maximize-consecutive-elements-in-an-array-after-modification/solutions
 Count Prefix and Suffix Pairs I,https://leetcode.com/problems/count-prefix-and-suffix-pairs-i/solutions
 Find the Length of the Longest Common Prefix,https://leetcode.com/problems/find-the-length-of-the-longest-common-prefix/solutions
 Most Frequent Prime,https://leetcode.com/problems/most-frequent-prime/solutions
 Count Prefix and Suffix Pairs II,https://leetcode.com/problems/count-prefix-and-suffix-pairs-ii/solutions
 Split the Array,https://leetcode.com/problems/split-the-array/solutions
 Find the Largest Area of Square Inside Two Rectangles,https://leetcode.com/problems/find-the-largest-area-of-square-inside-two-rectangles/solutions
 Earliest Second to Mark Indices I,https://leetcode.com/problems/earliest-second-to-mark-indices-i/solutions
 Earliest Second to Mark Indices II,https://leetcode.com/problems/earliest-second-to-mark-indices-ii/solutions
 Pizza Toppings Cost Analysis,https://leetcode.com/problems/pizza-toppings-cost-analysis/solutions
 Find Candidates for Data Scientist Position,https://leetcode.com/problems/find-candidates-for-data-scientist-position/solutions
 Maximize Items,https://leetcode.com/problems/maximize-items/solutions
 Classifying Triangles by Lengths,https://leetcode.com/problems/classifying-triangles-by-lengths/solutions
 Binary Tree Nodes,https://leetcode.com/problems/binary-tree-nodes/solutions
 Top Percentile Fraud,https://leetcode.com/problems/top-percentile-fraud/solutions
 Snaps Analysis,https://leetcode.com/problems/snaps-analysis/solutions
 Employees Project Allocation,https://leetcode.com/problems/employees-project-allocation/solutions
 Friends With No Mutual Friends,https://leetcode.com/problems/friends-with-no-mutual-friends/solutions
 Find All Unique Email Domains,https://leetcode.com/problems/find-all-unique-email-domains/solutions
 User Activities within Time Bounds,https://leetcode.com/problems/user-activities-within-time-bounds/solutions
 Calculate Trapping Rain Water,https://leetcode.com/problems/calculate-trapping-rain-water/solutions
 Winner of the Linked List Game,https://leetcode.com/problems/winner-of-the-linked-list-game/solutions
 Linked List Frequency,https://leetcode.com/problems/linked-list-frequency/solutions
 Guess the Number Using Bitwise Questions I,https://leetcode.com/problems/guess-the-number-using-bitwise-questions-i/solutions
 Minimum Operations to Exceed Threshold Value I,https://leetcode.com/problems/minimum-operations-to-exceed-threshold-value-i/solutions
 Minimum Operations to Exceed Threshold Value II,https://leetcode.com/problems/minimum-operations-to-exceed-threshold-value-ii/solutions
 Find Bursty Behavior,https://leetcode.com/problems/find-bursty-behavior/solutions
 Maximum Length Substring With Two Occurrences,https://leetcode.com/problems/maximum-length-substring-with-two-occurrences/solutions
 Apply Operations to Make Sum of Array Greater Than or Equal to k,https://leetcode.com/problems/apply-operations-to-make-sum-of-array-greater-than-or-equal-to-k/solutions
